Defaulter,Total,Protocol,TTL,Length,Date,Time,Comments
,,,,,,,
0,2339,TCP,50,1410,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2340,TCP,50,1410,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2341,TCP,128,40,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2342,TCP,50,1410,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2343,TCP,50,1232,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2344,TCP,50,1410,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2345,TCP,50,1410,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2346,TCP,50,1410,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2347,TCP,50,1410,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2348,TCP,50,1410,15-01-2022,12:19:11,[IP]
,,,,,,,
0,2349,TCP,128,40,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2350,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2351,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2352,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2353,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2354,TCP,128,40,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2355,TCP,50,932,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2356,UDP,50,920,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2357,UDP,50,62,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2358,UDP,50,233,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2359,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2360,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2361,TCP,128,40,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2362,UDP,128,63,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2363,UDP,128,61,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2364,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2365,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2366,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2367,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2368,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2369,TCP,128,40,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2370,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2371,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2372,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2373,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2374,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2375,TCP,50,1410,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2376,TCP,128,40,15-01-2022,12:19:12,[IP]
,,,,,,,
0,2377,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2378,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2379,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2380,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2381,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2382,TCP,128,40,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2383,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2384,TCP,128,40,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2385,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2386,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2387,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2388,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2389,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2390,TCP,128,40,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2391,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2392,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2393,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2394,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2395,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2396,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2397,TCP,128,40,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2398,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2399,TCP,128,40,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2400,TCP,50,696,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2401,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2402,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2403,TCP,50,876,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2404,TCP,128,40,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2405,TCP,50,1410,15-01-2022,12:19:13,[IP]
,,,,,,,
0,2406,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2407,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2408,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2409,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2410,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2411,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2412,TCP,128,40,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2413,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2414,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2415,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2416,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2417,TCP,128,40,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2418,TCP,50,1376,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2419,TCP,50,98,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2420,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2421,TCP,128,40,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2422,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2423,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2424,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2425,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2426,TCP,128,40,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2427,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2428,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2429,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2430,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2431,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2432,TCP,128,40,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2433,TCP,50,1410,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2434,TCP,50,1376,15-01-2022,12:19:14,[IP]
,,,,,,,
0,2435,TCP,128,40,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2436,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2437,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2438,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2439,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2440,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2441,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2442,TCP,128,40,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2443,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2444,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2445,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2446,TCP,128,40,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2447,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2448,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2449,TCP,50,1376,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2450,TCP,128,40,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2451,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2452,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2453,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2454,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2455,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2456,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2457,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2458,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2459,TCP,128,40,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2460,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2461,TCP,128,40,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2462,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2463,TCP,50,1410,15-01-2022,12:19:15,[IP]
,,,,,,,
0,2464,TCP,128,40,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2465,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2466,TCP,50,64,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2467,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2468,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2469,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2470,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2471,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2472,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2473,TCP,128,40,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2474,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2475,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2476,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2477,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2478,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2479,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2480,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2481,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2482,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2483,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2484,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2485,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2486,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2487,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2488,TCP,128,40,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2489,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2490,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2491,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2492,TCP,50,1410,15-01-2022,12:19:16,[IP]
,,,,,,,
0,2493,TCP,128,40,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2494,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2495,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2496,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2497,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2498,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2499,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2500,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2501,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2502,TCP,128,40,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2503,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2504,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2505,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2506,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2507,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2508,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2509,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2510,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2511,UDP,51,56,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2512,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2513,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2514,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2515,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2516,TCP,50,1410,15-01-2022,12:19:17,[IP]
,,,,,,,
0,2517,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2518,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2519,TCP,128,40,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2520,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2521,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2522,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2523,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2524,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2525,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2526,TCP,128,40,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2527,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2528,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2529,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2530,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2531,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2532,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2533,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2534,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2535,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2536,TCP,128,40,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2537,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2538,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2539,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2540,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2541,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2542,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2543,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2544,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2545,TCP,50,1410,15-01-2022,12:19:18,[IP]
,,,,,,,
0,2546,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2547,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2548,TCP,128,40,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2549,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2550,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2551,TCP,128,40,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2552,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2553,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2554,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2555,TCP,128,40,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2556,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2557,TCP,128,40,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2558,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2559,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2560,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2561,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2562,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2563,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2564,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2565,TCP,128,40,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2566,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2567,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2568,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2569,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2570,TCP,128,40,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2571,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2572,TCP,128,40,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2573,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2574,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2575,TCP,50,1410,15-01-2022,12:19:19,[IP]
,,,,,,,
0,2576,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2577,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2578,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2579,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2580,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2581,TCP,128,40,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2582,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2583,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2584,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2585,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2586,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2587,TCP,128,40,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2588,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2589,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2590,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2591,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2592,TCP,128,40,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2593,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2594,TCP,128,40,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2595,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2596,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2597,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2598,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2599,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2600,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2601,TCP,128,40,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2602,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2603,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2604,TCP,50,1354,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2605,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2606,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2607,TCP,128,40,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2608,TCP,50,1410,15-01-2022,12:19:20,[IP]
,,,,,,,
0,2609,TCP,128,40,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2610,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2611,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2612,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2613,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2614,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2615,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2616,TCP,128,40,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2617,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2618,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2619,TCP,50,1376,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2620,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2621,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2622,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2623,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2624,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2625,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2626,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2627,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2628,TCP,128,40,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2629,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2630,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2631,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2632,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2633,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2634,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2635,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2636,TCP,128,40,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2637,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2638,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2639,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2640,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2641,TCP,50,1410,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2642,TCP,128,40,15-01-2022,12:19:21,[IP]
,,,,,,,
0,2643,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2644,TCP,128,40,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2645,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2646,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2647,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2648,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2649,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2650,TCP,128,40,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2651,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2652,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2653,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2654,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2655,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2656,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2657,TCP,128,40,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2658,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2659,TCP,128,40,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2660,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2661,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2662,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2663,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2664,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2665,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2666,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2667,TCP,128,40,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2668,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2669,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2670,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2671,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2672,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2673,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2674,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2675,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2676,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2677,TCP,50,1410,15-01-2022,12:19:22,[IP]
,,,,,,,
0,2678,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2679,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2680,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2681,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2682,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2683,TCP,128,40,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2684,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2685,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2686,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2687,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
0,2688,TCP,50,1410,15-01-2022,12:19:23,[IP]
,,,,,,,
